Date,Custody/AOR/Facility,Confirmed cases currently under isolation or monitoring,Detainee deaths,Total confirmed COVID-19 cases
4/30/2020,Bluebonnet Detention Facility,,,27
4/30/2020,Buffalo (Batavia) Service Processing Center,,,49
4/30/2020,Caroline Detention Facility,,,2
4/30/2020,Catahoula Correctional Center,,,7
4/30/2020,El Paso Service Processing Center,,,8
4/30/2020,Elizabeth Detention Center,,,13
4/30/2020,Essex County Jail,,,3
4/30/2020,Florence Detention Center,,,10
4/30/2020,Hudson County Jail,,,10
4/30/2020,IAH Polk Adult Detention Facility,,,1
4/30/2020,Irwin County Detention Center,,,2
4/30/2020,Joe Corley Detention Center,,,14
4/30/2020,Krome North Service Processing Center,,,7
4/30/2020,La Palma Correctional Facility,,,26
4/30/2020,LaSalle ICE Processing Center - Jena,,,8
4/30/2020,Montgomery Processing Center (Houston),,,3
4/30/2020,Morrow County Correctional Facility,,,6
4/30/2020,Otay Mesa Detention Center (San Diego CDF),,,98
4/30/2020,Otero County Processing Center,,,4
4/30/2020,Pike County Correctional Facility,,,16
4/30/2020,Pine Prairie ICE Processing Center,,,20
4/30/2020,Prairieland Detention Facility,,,41
4/30/2020,Pulaski County Detention Center,,,12
4/30/2020,Richwood Correctional Center,,,55
4/30/2020,River Correctional Center,,,2
4/30/2020,South Texas ICE Processing Center (Pearsall),,,5
4/30/2020,Saint Clair County Jail,,,6
4/30/2020,Stewart Detention Center,,,10
4/30/2020,Winn Correctional Center,,,7
4/30/2020,Wyatt Detention Center,,,1
4/30/2020,York County Prison,,,1
5/1/2020,Adams County Correctional Center,,,14
5/1/2020,Bergen County Jail,,,2
5/1/2020,Bluebonnet Detention Facility,,,27
5/1/2020,Buffalo (Batavia) Service Processing Center,,,49
5/1/2020,Caroline Detention Facility,,,2
5/1/2020,Catahoula Correctional Center,,,7
5/1/2020,El Paso Service Processing Center,,,8
5/1/2020,Elizabeth Detention Center,,,13
5/1/2020,Essex County Jail,,,3
5/1/2020,Florence Detention Center,,,10
5/1/2020,Hudson County Jail,,,10
5/1/2020,IAH Polk Adult Detention Facility,,,1
5/1/2020,Irwin County Detention Center,,,2
5/1/2020,Joe Corley Detention Center,,,14
5/1/2020,Krome North Service Processing Center,,,7
5/1/2020,La Palma Correctional Facility,,,26
5/1/2020,LaSalle ICE Processing Center - Jena,,,8
5/1/2020,Montgomery Processing Center (Houston),,,3
5/1/2020,Morrow County Correctional Facility,,,6
5/1/2020,Otay Mesa Detention Center (San Diego CDF),,,98
5/1/2020,Otero County Processing Center,,,4
5/1/2020,Pike County Correctional Facility,,,16
5/1/2020,Pine Prairie ICE Processing Center,,,20
5/1/2020,Prairieland Detention Facility,,,41
5/1/2020,Pulaski County Detention Center,,,12
5/1/2020,Richwood Correctional Center,,,55
5/1/2020,River Correctional Center,,,2
5/1/2020,South Texas ICE Processing Center (Pearsall),,,5
5/1/2020,Saint Clair County Jail,,,6
5/1/2020,Stewart Detention Center,,,10
5/1/2020,Winn Correctional Center,,,7
5/1/2020,Wyatt Detention Center,,,1
5/1/2020,York County Prison,,,1
5/2/2020,Adams County Correctional Center,,,14
5/2/2020,Bergen County Jail,,,2
5/2/2020,Bluebonnet Detention Facility,,,27
5/2/2020,Buffalo (Batavia) Service Processing Center,,,49
5/2/2020,Caroline Detention Facility,,,2
5/2/2020,Catahoula Correctional Center,,,7
5/2/2020,El Paso Service Processing Center,,,8
5/2/2020,Elizabeth Detention Center,,,17
5/2/2020,Essex County Jail,,,3
5/2/2020,Etowah County Jail,,,1
5/2/2020,Florence Detention Center,,,10
5/2/2020,Hudson County Jail,,,10
5/2/2020,IAH Polk Adult Detention Facility,,,1
5/2/2020,Irwin County Detention Center,,,2
5/2/2020,Joe Corley Detention Center,,,15
5/2/2020,Krome North Service Processing Center,,,9
5/2/2020,La Palma Correctional Facility,,,29
5/2/2020,LaSalle ICE Processing Center - Jena,,,10
5/2/2020,Montgomery Processing Center (Houston),,,3
5/2/2020,Morrow County Correctional Facility,,,7
5/2/2020,Otay Mesa Detention Center (San Diego CDF),,,105
5/2/2020,Otero County Processing Center,,,6
5/2/2020,Pike County Correctional Facility,,,16
5/2/2020,Pine Prairie ICE Processing Center,,,21
5/2/2020,Prairieland Detention Facility,,,41
5/2/2020,Pulaski County Detention Center,,,13
5/2/2020,Richwood Correctional Center,,,60
5/2/2020,River Correctional Center,,,2
5/2/2020,South Texas ICE Processing Center (Pearsall),,,6
5/2/2020,Saint Clair County Jail,,,6
5/2/2020,Stewart Detention Center,,,11
5/2/2020,Winn Correctional Center,,,7
5/2/2020,Wyatt Detention Center,,,1
5/2/2020,York County Prison,,,1
5/3/2020,Adams County Correctional Center,,,14
5/3/2020,Bergen County Jail,,,2
5/3/2020,Bluebonnet Detention Facility,,,27
5/3/2020,Buffalo (Batavia) Service Processing Center,,,49
5/3/2020,Caroline Detention Facility,,,2
5/3/2020,Catahoula Correctional Center,,,7
5/3/2020,El Paso Service Processing Center,,,8
5/3/2020,Elizabeth Detention Center,,,17
5/3/2020,Essex County Jail,,,3
5/3/2020,Etowah County Jail,,,1
5/3/2020,Florence Detention Center,,,10
5/3/2020,Hudson County Jail,,,10
5/3/2020,IAH Polk Adult Detention Facility,,,1
5/3/2020,Irwin County Detention Center,,,2
5/3/2020,Joe Corley Detention Center,,,15
5/3/2020,Krome North Service Processing Center,,,9
5/3/2020,La Palma Correctional Facility,,,29
5/3/2020,LaSalle ICE Processing Center - Jena,,,10
5/3/2020,Montgomery Processing Center (Houston),,,3
5/3/2020,Morrow County Correctional Facility,,,7
5/3/2020,Otay Mesa Detention Center (San Diego CDF),,,105
5/3/2020,Otero County Processing Center,,,6
5/3/2020,Pike County Correctional Facility,,,16
5/3/2020,Pine Prairie ICE Processing Center,,,21
5/3/2020,Prairieland Detention Facility,,,41
5/3/2020,Pulaski County Detention Center,,,13
5/3/2020,Richwood Correctional Center,,,60
5/3/2020,River Correctional Center,,,2
5/3/2020,South Texas ICE Processing Center (Pearsall),,,6
5/3/2020,Saint Clair County Jail,,,6
5/3/2020,Stewart Detention Center,,,11
5/3/2020,Winn Correctional Center,,,7
5/3/2020,Wyatt Detention Center,,,1
5/3/2020,York County Prison,,,1
5/4/2020,Adams County Correctional Center,,,15
5/4/2020,Bergen County Jail,,,2
5/4/2020,Bluebonnet Detention Facility,,,39
5/4/2020,Buffalo (Batavia) Service Processing Center,,,49
5/4/2020,Caroline Detention Facility,,,2
5/4/2020,Catahoula Correctional Center,,,9
5/4/2020,El Paso Service Processing Center,,,8
5/4/2020,Elizabeth Detention Center,,,18
5/4/2020,Essex County Jail,,,3
5/4/2020,Etowah County Jail,,,1
5/4/2020,Immigration Centers of America - Farmville,,,2
5/4/2020,Florence Detention Center,,,10
5/4/2020,Folkston ICE Processing Center (Main),,,1
5/4/2020,Hudson County Jail,,,10
5/4/2020,IAH Polk Adult Detention Facility,,,3
5/4/2020,Irwin County Detention Center,,,2
5/4/2020,Joe Corley Detention Center,,,17
5/4/2020,Krome North Service Processing Center,,,10
5/4/2020,La Palma Correctional Facility,,,30
5/4/2020,LaSalle ICE Processing Center - Jena,,,10
5/4/2020,Montgomery Processing Center (Houston),,,3
5/4/2020,Morrow County Correctional Facility,,,47
5/4/2020,Otay Mesa Detention Center (San Diego CDF),,,106
5/4/2020,Otero County Processing Center,,,6
5/4/2020,Pike County Correctional Facility,,,18
5/4/2020,Pine Prairie ICE Processing Center,,,25
5/4/2020,Prairieland Detention Facility,,,41
5/4/2020,Pulaski County Detention Center,,,14
5/4/2020,Richwood Correctional Center,,,61
5/4/2020,River Correctional Center,,,2
5/4/2020,Rolling Plains Detention Center,,,3
5/4/2020,South Texas ICE Processing Center (Pearsall),,,7
5/4/2020,Saint Clair County Jail,,,7
5/4/2020,Stewart Detention Center,,,11
5/4/2020,Winn Correctional Center,,,12
5/4/2020,Wyatt Detention Center,,,1
5/4/2020,York County Prison,,,1
5/5/2020,Adams County Correctional Center,,,15
5/5/2020,Bergen County Jail,,,2
5/5/2020,Bluebonnet Detention Facility,,,39
5/5/2020,Buffalo (Batavia) Service Processing Center,,,49
5/5/2020,Caroline Detention Facility,,,2
5/5/2020,Catahoula Correctional Center,,,9
5/5/2020,El Paso Service Processing Center,,,8
5/5/2020,Elizabeth Detention Center,,,18
5/5/2020,Essex County Jail,,,3
5/5/2020,Etowah County Jail,,,1
5/5/2020,Immigration Centers of America - Farmville,,,2
5/5/2020,Florence Detention Center,,,10
5/5/2020,Folkston ICE Processing Center (Main),,,1
5/5/2020,Hudson County Jail,,,10
5/5/2020,IAH Polk Adult Detention Facility,,,3
5/5/2020,Irwin County Detention Center,,,2
5/5/2020,Joe Corley Detention Center,,,17
5/5/2020,Krome North Service Processing Center,,,10
5/5/2020,La Palma Correctional Facility,,,30
5/5/2020,LaSalle ICE Processing Center - Jena,,,10
5/5/2020,Montgomery Processing Center (Houston),,,3
5/5/2020,Morrow County Correctional Facility,,,47
5/5/2020,Otay Mesa Detention Center (San Diego CDF),,,106
5/5/2020,Otero County Processing Center,,,6
5/5/2020,Pike County Correctional Facility,,,18
5/5/2020,Pine Prairie ICE Processing Center,,,25
5/5/2020,Prairieland Detention Facility,,,41
5/5/2020,Pulaski County Detention Center,,,14
5/5/2020,Richwood Correctional Center,,,61
5/5/2020,River Correctional Center,,,2
5/5/2020,Rolling Plains Detention Center,,,3
5/5/2020,South Texas ICE Processing Center (Pearsall),,,7
5/5/2020,Saint Clair County Jail,,,7
5/5/2020,Stewart Detention Center,,,11
5/5/2020,Winn Correctional Center,,,12
5/5/2020,Wyatt Detention Center,,,1
5/5/2020,York County Prison,,,1
5/6/2020,Adams County Correctional Center,,,15
5/6/2020,Bergen County Jail,,,2
5/6/2020,Bluebonnet Detention Facility,,,41
5/6/2020,Bristol County Detention Center,,,1
5/6/2020,Broward Transitional Center,,,1
5/6/2020,Buffalo (Batavia) Service Processing Center,,,49
5/6/2020,Caroline Detention Facility,,,2
5/6/2020,Catahoula Correctional Center,,,9
5/6/2020,El Paso Service Processing Center,,,8
5/6/2020,Elizabeth Detention Center,,,18
5/6/2020,Essex County Jail,,,3
5/6/2020,Etowah County Jail,,,1
5/6/2020,Immigration Centers of America - Farmville,,,2
5/6/2020,Florence Detention Center,,,10
5/6/2020,Folkston ICE Processing Center (Main),,,1
5/6/2020,Houston Contract Detention Facility,,,2
5/6/2020,Hudson County Jail,,,11
5/6/2020,IAH Polk Adult Detention Facility,,,9
5/6/2020,Irwin County Detention Center,,,2
5/6/2020,Joe Corley Detention Center,,,21
5/6/2020,Krome North Service Processing Center,,,10
5/6/2020,La Palma Correctional Facility,,,33
5/6/2020,LaSalle ICE Processing Center - Jena,,,11
5/6/2020,Montgomery Processing Center (Houston),,,4
5/6/2020,Morrow County Correctional Facility,,,47
5/6/2020,Otay Mesa Detention Center (San Diego CDF),,,132
5/6/2020,Otero County Processing Center,,,12
5/6/2020,Pike County Correctional Facility,,,20
5/6/2020,Pine Prairie ICE Processing Center,,,26
5/6/2020,Prairieland Detention Facility,,,42
5/6/2020,Pulaski County Detention Center,,,14
5/6/2020,Richwood Correctional Center,,,64
5/6/2020,River Correctional Center,,,2
5/6/2020,Rolling Plains Detention Center,,,23
5/6/2020,South Texas ICE Processing Center (Pearsall),,,19
5/6/2020,Saint Clair County Jail,,,7
5/6/2020,Stewart Detention Center,,,11
5/6/2020,Webb County Detention Center (CCA),,,1
5/6/2020,Winn Correctional Center,,,16
5/6/2020,Wyatt Detention Center,,,2
5/6/2020,York County Prison,,,1
5/7/2020,Adams County Correctional Center,,,15
5/7/2020,Bergen County Jail,,,2
5/7/2020,Bluebonnet Detention Facility,,,41
5/7/2020,Bristol County Detention Center,,,1
5/7/2020,Broward Transitional Center,,,1
5/7/2020,Buffalo (Batavia) Service Processing Center,,,49
5/7/2020,Caroline Detention Facility,,,2
5/7/2020,Catahoula Correctional Center,,,9
5/7/2020,El Paso Service Processing Center,,,8
5/7/2020,Elizabeth Detention Center,,,18
5/7/2020,Essex County Jail,,,3
5/7/2020,Etowah County Jail,,,1
5/7/2020,Immigration Centers of America - Farmville,,,2
5/7/2020,Florence Detention Center,,,10
5/7/2020,Folkston ICE Processing Center (Main),,,1
5/7/2020,Houston Contract Detention Facility,,,2
5/7/2020,Hudson County Jail,,,11
5/7/2020,IAH Polk Adult Detention Facility,,,9
5/7/2020,Irwin County Detention Center,,,2
5/7/2020,Joe Corley Detention Center,,,21
5/7/2020,Krome North Service Processing Center,,,10
5/7/2020,La Palma Correctional Facility,,,33
5/7/2020,LaSalle ICE Processing Center - Jena,,,11
5/7/2020,Montgomery Processing Center (Houston),,,4
5/7/2020,Morrow County Correctional Facility,,,47
5/7/2020,Otay Mesa Detention Center (San Diego CDF),,,132
5/7/2020,Otero County Processing Center,,,12
5/7/2020,Pike County Correctional Facility,,,20
5/7/2020,Pine Prairie ICE Processing Center,,,26
5/7/2020,Prairieland Detention Facility,,,42
5/7/2020,Pulaski County Detention Center,,,14
5/7/2020,Richwood Correctional Center,,,64
5/7/2020,River Correctional Center,,,2
5/7/2020,Rolling Plains Detention Center,,,23
5/7/2020,South Texas ICE Processing Center (Pearsall),,,19
5/7/2020,Saint Clair County Jail,,,7
5/7/2020,Stewart Detention Center,,,11
5/7/2020,Webb County Detention Center (CCA),,,1
5/7/2020,Winn Correctional Center,,,16
5/7/2020,Wyatt Detention Center,,,2
5/7/2020,York County Prison,,,1
5/8/2020,Adams County Correctional Center,,,15
5/8/2020,Bergen County Jail,,,2
5/8/2020,Bluebonnet Detention Facility,,,41
5/8/2020,Bristol County Detention Center,,,1
5/8/2020,Broward Transitional Center,,,1
5/8/2020,Buffalo (Batavia) Service Processing Center,,,49
5/8/2020,Caroline Detention Facility,,,2
5/8/2020,Catahoula Correctional Center,,,15
5/8/2020,El Paso Service Processing Center,,,8
5/8/2020,Elizabeth Detention Center,,,18
5/8/2020,Essex County Jail,,,3
5/8/2020,Etowah County Jail,,,1
5/8/2020,Immigration Centers of America - Farmville,,,2
5/8/2020,Florence Detention Center,,,10
5/8/2020,Folkston ICE Processing Center (Main),,,1
5/8/2020,Houston Contract Detention Facility,,,8
5/8/2020,Hudson County Jail,,,12
5/8/2020,IAH Polk Adult Detention Facility,,,12
5/8/2020,Irwin County Detention Center,,,2
5/8/2020,Joe Corley Detention Center,,,25
5/8/2020,Krome North Service Processing Center,,,11
5/8/2020,La Palma Correctional Facility,,,36
5/8/2020,LaSalle ICE Processing Center - Jena,,,11
5/8/2020,Montgomery Processing Center (Houston),,,4
5/8/2020,Morrow County Correctional Facility,,,47
5/8/2020,Otay Mesa Detention Center (San Diego CDF),,,133
5/8/2020,Otero County Processing Center,,,12
5/8/2020,Pike County Correctional Facility,,,20
5/8/2020,Pine Prairie ICE Processing Center,,,26
5/8/2020,Prairieland Detention Facility,,,42
5/8/2020,Pulaski County Detention Center,,,14
5/8/2020,Richwood Correctional Center,,,64
5/8/2020,River Correctional Center,,,2
5/8/2020,Rolling Plains Detention Center,,,34
5/8/2020,South Texas ICE Processing Center (Pearsall),,,31
5/8/2020,Saint Clair County Jail,,,7
5/8/2020,Stewart Detention Center,,,11
5/8/2020,Webb County Detention Center (CCA),,,1
5/8/2020,Winn Correctional Center,,,16
5/8/2020,Wyatt Detention Center,,,2
5/8/2020,York County Prison,,,1
5/9/2020,Adams County Correctional Center,,,15
5/9/2020,Bergen County Jail,,,2
5/9/2020,Bluebonnet Detention Facility,,,42
5/9/2020,Bristol County Detention Center,,,1
5/9/2020,Broward Transitional Center,,,1
5/9/2020,Buffalo (Batavia) Service Processing Center,,,49
5/9/2020,Caroline Detention Facility,,,3
5/9/2020,Catahoula Correctional Center,,,15
5/9/2020,El Paso Service Processing Center,,,8
5/9/2020,Elizabeth Detention Center,,,18
5/9/2020,Essex County Jail,,,3
5/9/2020,Etowah County Jail,,,1
5/9/2020,Immigration Centers of America - Farmville,,,2
5/9/2020,Florence Detention Center,,,10
5/9/2020,Folkston ICE Processing Center (Main),,,2
5/9/2020,Houston Contract Detention Facility,,,11
5/9/2020,Hudson County Jail,,,13
5/9/2020,IAH Polk Adult Detention Facility,,,12
5/9/2020,Irwin County Detention Center,,,2
5/9/2020,Joe Corley Detention Center,,,25
5/9/2020,Krome North Service Processing Center,,,11
5/9/2020,La Palma Correctional Facility,,,52
5/9/2020,LaSalle ICE Processing Center - Jena,,,11
5/9/2020,Montgomery Processing Center (Houston),,,4
5/9/2020,Morrow County Correctional Facility,,,47
5/9/2020,Otay Mesa Detention Center (San Diego CDF),,,139
5/9/2020,Otero County Processing Center,,,12
5/9/2020,Pike County Correctional Facility,,,20
5/9/2020,Pine Prairie ICE Processing Center,,,26
5/9/2020,Prairieland Detention Facility,,,43
5/9/2020,Pulaski County Detention Center,,,17
5/9/2020,Richwood Correctional Center,,,64
5/9/2020,River Correctional Center,,,2
5/9/2020,Rolling Plains Detention Center,,,34
5/9/2020,South Texas ICE Processing Center (Pearsall),,,31
5/9/2020,Saint Clair County Jail,,,9
5/9/2020,Stewart Detention Center,,,11
5/9/2020,Webb County Detention Center (CCA),,,1
5/9/2020,Winn Correctional Center,,,16
5/9/2020,Wyatt Detention Center,,,2
5/9/2020,York County Prison,,,1
5/10/2020,Adams County Correctional Center,,,15
5/10/2020,Bergen County Jail,,,2
5/10/2020,Bluebonnet Detention Facility,,,42
5/10/2020,Bristol County Detention Center,,,1
5/10/2020,Broward Transitional Center,,,1
5/10/2020,Buffalo (Batavia) Service Processing Center,,,49
5/10/2020,Caroline Detention Facility,,,3
5/10/2020,Catahoula Correctional Center,,,15
5/10/2020,El Paso Service Processing Center,,,8
5/10/2020,Elizabeth Detention Center,,,18
5/10/2020,Essex County Jail,,,3
5/10/2020,Etowah County Jail,,,1
5/10/2020,Immigration Centers of America - Farmville,,,2
5/10/2020,Florence Detention Center,,,10
5/10/2020,Folkston ICE Processing Center (Main),,,2
5/10/2020,Houston Contract Detention Facility,,,11
5/10/2020,Hudson County Jail,,,13
5/10/2020,IAH Polk Adult Detention Facility,,,12
5/10/2020,Irwin County Detention Center,,,2
5/10/2020,Joe Corley Detention Center,,,25
5/10/2020,Krome North Service Processing Center,,,11
5/10/2020,La Palma Correctional Facility,,,52
5/10/2020,LaSalle ICE Processing Center - Jena,,,11
5/10/2020,Montgomery Processing Center (Houston),,,4
5/10/2020,Morrow County Correctional Facility,,,47
5/10/2020,Otay Mesa Detention Center (San Diego CDF),,,139
5/10/2020,Otero County Processing Center,,,12
5/10/2020,Pike County Correctional Facility,,,20
5/10/2020,Pine Prairie ICE Processing Center,,,26
5/10/2020,Prairieland Detention Facility,,,43
5/10/2020,Pulaski County Detention Center,,,17
5/10/2020,Richwood Correctional Center,,,64
5/10/2020,River Correctional Center,,,2
5/10/2020,Rolling Plains Detention Center,,,34
5/10/2020,South Texas ICE Processing Center (Pearsall),,,31
5/10/2020,Saint Clair County Jail,,,9
5/10/2020,Stewart Detention Center,,,11
5/10/2020,Webb County Detention Center (CCA),,,1
5/10/2020,Winn Correctional Center,,,16
5/10/2020,Wyatt Detention Center,,,2
5/10/2020,York County Prison,,,1
5/11/2020,Adams County Correctional Center,,,15
5/11/2020,Bergen County Jail,,,2
5/11/2020,Bluebonnet Detention Facility,,,72
5/11/2020,Bristol County Detention Center,,,1
5/11/2020,Broward Transitional Center,,,2
5/11/2020,Buffalo (Batavia) Service Processing Center,,,49
5/11/2020,Caroline Detention Facility,,,3
5/11/2020,Catahoula Correctional Center,,,20
